VEH, 1500.40, 5412.96, 1500.31, 5412.84, 1500.47, 5412.72, 1500.56, 5412.84
VEH, 1445.61, 5326.87, 1444.61, 5326.74, 1444.63, 5326.56, 1445.63, 5326.69
VEH, 1492.40, 5421.55, 1492.21, 5421.05, 1492.44, 5420.96, 1492.63, 5421.46
VEH, 2223.30, 5248.45, 2220.80, 5247.96, 2220.85, 5247.71, 2223.35, 5248.19
VEH, 2022.10, 5302.24, 2021.86, 5301.92, 2022.37, 5301.55, 2022.61, 5301.87
VEH, 1994.93, 5254.32, 1994.76, 5254.15, 1995.11, 5253.82, 1995.27, 5253.99
VEH, 1663.38, 5309.38, 1663.20, 5309.29, 1663.3, 5309.11, 1663.48, 5309.2
VEH, 1662.51, 5270.87, 1662.14, 5270.77, 1662.2, 5270.53, 1662.58, 5270.64
VEH, 1592.30, 5296.08, 1592.22, 5295.81, 1592.73, 5295.68, 1592.8, 5295.95
VEH, 1469.95, 5429.28, 1469.46, 5429.00, 1470.7, 5426.86, 1471.19, 5427.14
VEH, 1381.63, 5316.37, 1381.30, 5314.37, 1381.55, 5314.33, 1381.88, 5316.33
VEH, 2462.32, 5312.39, 2462.01, 5312.39, 2462.01, 5312.32, 2462.32, 5312.32
VEH, 2219.87, 5309.19, 2218.59, 5308.99, 2218.63, 5308.77, 2219.91, 5308.97
VEH, 2229.48, 5189.09, 2227.90, 5188.91, 2227.95, 5188.43, 2229.54, 5188.61
VEH, 2213.47, 5272.76, 2213.46, 5272.51, 2215.25, 5272.42, 2215.26, 5272.67
VEH, 2013.46, 5297.51, 2013.46, 5297.46, 2014.51, 5297.4, 2014.51, 5297.46
VEH, 1811.15, 5201.45, 1810.93, 5201.36, 1811.1, 5200.94, 1811.32, 5201.03
VEH, 1898.18, 5212.72, 1898.14, 5212.47, 1898.55, 5212.4, 1898.6, 5212.64
VEH, 1592.43, 5245.13, 1592.09, 5245.13, 1592.1, 5244.83, 1592.44, 5244.84
VEH, 1261.85, 5308.95, 1261.53, 5308.87, 1261.58, 5308.68, 1261.9, 5308.75
VEH, 1172.16, 5235.74, 1172.15, 5235.24, 1172.34, 5235.23, 1172.35, 5235.73
VEH, 1150.09, 5237.84, 1149.60, 5237.69, 1149.65, 5237.53, 1150.14, 5237.68
VEH, 1444.22, 5030.77, 1444.07, 5030.70, 1444.37, 5030.12, 1444.51, 5030.19
VEH, 1427.13, 5032.05, 1427.12, 5031.88, 1427.32, 5031.87, 1427.32, 5032.04
VEH, 1428.39, 5031.84, 1428.35, 5031.68, 1428.56, 5031.63, 1428.59, 5031.8
VEH, 1442.38, 5029.86, 1442.26, 5029.81, 1442.38, 5029.52, 1442.5, 5029.57
VEH, 1195.01, 5221.91, 1194.89, 5221.50, 1194.97, 5221.48, 1195.09, 5221.89
VEH, 2374.76, 5130.20, 2374.14, 5129.97, 2374.26, 5129.65, 2374.88, 5129.88
VEH, 2380.83, 5146.44, 2380.57, 5145.64, 2380.92, 5145.53, 2381.18, 5146.33
VEH, 2190.64, 5105.12, 2190.31, 5104.89, 2190.75, 5104.22, 2191.09, 5104.45
VEH, 2238.51, 5085.54, 2237.44, 5085.31, 2237.5, 5085.02, 2238.57, 5085.25
VEH, 2454.09, 5436.20, 2454.01, 5435.90, 2456.5, 5435.22, 2456.58, 5435.52
VEH, 2438.20, 5444.96, 2438.19, 5444.78, 2438.42, 5444.77, 2438.42, 5444.96
VEH, 1471.21, 5232.78, 1471.19, 5232.63, 1471.56, 5232.57, 1471.59, 5232.72
VEH, 1265.95, 5308.53, 1265.41, 5308.48, 1265.43, 5308.25, 1265.97, 5308.3
VEH, 1271.07, 5303.39, 1270.97, 5303.09, 1271.86, 5302.8, 1271.96, 5303.11
VEH, 1287.44, 5303.71, 1286.64, 5303.36, 1286.8, 5303.01, 1287.6, 5303.36
VEH, 1174.55, 5233.13, 1174.41, 5232.92, 1174.59, 5232.8, 1174.73, 5233.01
VEH, 2452.92, 5114.58, 2452.86, 5114.38, 2453.35, 5114.24, 2453.41, 5114.44
VEH, 2228.27, 5038.12, 2228.25, 5038.03, 2231.17, 5037.61, 2231.19, 5037.7
VEH, 2243.00, 5053.71, 2242.91, 5052.77, 2243.43, 5052.72, 2243.52, 5053.66
VEH, 1637.89, 5301.32, 1637.59, 5301.25, 1637.65, 5301, 1637.95, 5301.07
VEH, 1474.45, 5272.71, 1474.31, 5272.54, 1474.55, 5272.35, 1474.68, 5272.52
VEH, 1461.93, 5296.86, 1461.34, 5296.65, 1461.43, 5296.42, 1462.01, 5296.63
VEH, 1319.03, 5312.50, 1318.75, 5311.91, 1318.97, 5311.8, 1319.26, 5312.39
VEH, 1293.70, 5273.26, 1293.58, 5273.02, 1293.89, 5272.88, 1294, 5273.11
VEH, 1177.86, 5231.70, 1177.76, 5231.54, 1177.94, 5231.41, 1178.05, 5231.57
VEH, 2467.66, 5121.57, 2467.33, 5121.55, 2467.34, 5121.26, 2467.67, 5121.27
VEH, 2383.11, 5106.94, 2383.05, 5106.64, 2383.38, 5106.58, 2383.43, 5106.88
VEH, 2247.00, 5044.67, 2244.19, 5043.75, 2246.04, 5038.07, 2248.85, 5038.99
VEH, 2235.08, 5125.71, 2234.67, 5125.66, 2234.71, 5125.36, 2235.12, 5125.41
VEH, 2228.18, 5130.01, 2228.01, 5129.62, 2230.07, 5128.71, 2230.24, 5129.11
VEH, 2227.08, 5116.77, 2227.03, 5116.47, 2228.32, 5116.26, 2228.37, 5116.57
VEH, 2187.95, 5172.17, 2187.90, 5172.06, 2188.2, 5171.92, 2188.25, 5172.03
VEH, 1454.67, 5081.40, 1454.31, 5080.71, 1454.39, 5080.67, 1454.75, 5081.36
VEH, 1466.03, 5058.34, 1465.82, 5057.86, 1466.05, 5057.76, 1466.27, 5058.24
VEH, 2255.43, 5009.09, 2254.97, 5008.85, 2255.12, 5008.56, 2255.58, 5008.81
VEH, 2207.81, 5005.51, 2207.50, 5005.45, 2207.55, 5005.21, 2207.86, 5005.27
VEH, 2245.53, 5046.60, 2244.61, 5046.47, 2244.65, 5046.19, 2245.57, 5046.33
VEH, 1711.86, 5079.94, 1711.36, 5079.93, 1711.36, 5079.75, 1711.86, 5079.75
VEH, 1451.85, 5082.00, 1451.85, 5081.82, 1452.31, 5081.81, 1452.31, 5081.99
VEH, 1443.35, 5060.25, 1443.12, 5059.38, 1443.36, 5059.31, 1443.59, 5060.19
VEH, 1441.97, 5046.40, 1441.97, 5046.22, 1442.86, 5046.22, 1442.86, 5046.4
VEH, 2467.49, 4786.14, 2460.75, 4782.96, 2461.01, 4782.4, 2467.75, 4785.59
VEH, 2451.37, 4796.41, 2450.49, 4795.88, 2450.66, 4795.61, 2451.53, 4796.14
VEH, 2404.01, 4762.60, 2402.99, 4762.26, 2403.06, 4762.05, 2404.08, 4762.4
VEH, 2356.99, 4764.27, 2356.85, 4763.88, 2357.78, 4763.54, 2357.92, 4763.93
VEH, 2384.64, 4886.22, 2384.56, 4886.02, 2385.05, 4885.82, 2385.13, 4886.02
VEH, 2447.02, 4828.51, 2446.89, 4828.31, 2447.3, 4828.03, 2447.43, 4828.23
VEH, 2403.20, 4824.05, 2403.00, 4823.82, 2404.44, 4822.55, 2404.64, 4822.78
PED, 2318.77, 4848.69, 2318.14, 4848.55, 2318.17, 4848.39, 2318.81, 4848.52
VEH, 1807.12, 5360.78, 1806.88, 5360.34, 1807.09, 5360.22, 1807.34, 5360.66
VEH, 1624.00, 5418.82, 1623.72, 5418.70, 1623.8, 5418.51, 1624.08, 5418.64
VEH, 1553.48, 5320.29, 1553.14, 5319.00, 1553.69, 5318.86, 1554.03, 5320.15
VEH, 1564.58, 5357.21, 1564.43, 5356.94, 1565.05, 5356.6, 1565.2, 5356.87
VEH, 2228.40, 5106.88, 2227.70, 5105.98, 2227.96, 5105.78, 2228.65, 5106.68
VEH, 2243.13, 5049.20, 2241.79, 5049.01, 2241.85, 5048.61, 2243.18, 5048.8
VEH, 2203.60, 5125.84, 2203.54, 5125.65, 2203.95, 5125.51, 2204.02, 5125.7
VEH, 2178.97, 5162.75, 2178.95, 5162.55, 2179.35, 5162.52, 2179.37, 5162.71
VEH, 2161.51, 5154.50, 2161.28, 5154.49, 2161.3, 5154.05, 2161.53, 5154.06
VEH, 1442.98, 5054.89, 1442.87, 5054.49, 1443, 5054.45, 1443.11, 5054.86
VEH, 1444.71, 5055.70, 1444.50, 5055.52, 1445.14, 5054.79, 1445.35, 5054.96
VEH, 1448.14, 5081.48, 1447.72, 5080.28, 1448.35, 5080.06, 1448.77, 5081.26
VEH, 1998.07, 4906.84, 1996.97, 4905.85, 1997.07, 4905.73, 1998.17, 4906.73
VEH, 1964.34, 5001.53, 1964.21, 5001.27, 1964.82, 5000.96, 1964.95, 5001.21
VEH, 1954.56, 5001.45, 1954.31, 5001.28, 1954.57, 5000.91, 1954.82, 5001.08
VEH, 1965.39, 4987.94, 1965.13, 4987.86, 1965.18, 4987.71, 1965.43, 4987.79
VEH, 1886.36, 4920.74, 1885.86, 4920.56, 1886.38, 4919.09, 1886.88, 4919.26
TRN, 1878.55, 4995.21, 1877.99, 4994.97, 1878.05, 4994.83, 1878.61, 4995.06
VEH, 1857.10, 4915.77, 1856.76, 4915.56, 1856.84, 4915.42, 1857.18, 4915.64
VEH, 1703.13, 4963.57, 1703.06, 4963.40, 1703.58, 4963.17, 1703.65, 4963.35
VEH, 1758.82, 4967.96, 1758.51, 4967.74, 1758.62, 4967.58, 1758.93, 4967.8
VEH, 1757.93, 4984.09, 1757.91, 4983.90, 1758.35, 4983.86, 1758.37, 4984.05
VEH, 1732.26, 4976.57, 1732.04, 4976.47, 1732.12, 4976.32, 1732.33, 4976.43
VEH, 2420.00, 5015.01, 2419.96, 5014.71, 2420.22, 5014.67, 2420.26, 5014.97
VEH, 2251.20, 4996.06, 2251.13, 4995.98, 2251.5, 4995.7, 2251.57, 4995.79
VEH, 2466.66, 4786.84, 2460.03, 4783.48, 2460.32, 4782.91, 2466.95, 4786.27
VEH, 2362.96, 4767.17, 2362.68, 4767.09, 2362.83, 4766.51, 2363.12, 4766.58
VEH, 2380.71, 4765.99, 2380.70, 4765.75, 2381.6, 4765.74, 2381.6, 4765.98
VEH, 2412.64, 4761.69, 2408.50, 4760.06, 2408.94, 4758.93, 2413.08, 4760.56
VEH, 1963.90, 4987.32, 1963.79, 4987.20, 1963.98, 4987.01, 1964.1, 4987.13
VEH, 1885.59, 4954.62, 1885.55, 4954.26, 1885.76, 4954.24, 1885.8, 4954.6
VEH, 1896.18, 4939.46, 1895.76, 4939.41, 1895.78, 4939.28, 1896.19, 4939.33
VEH, 1902.98, 4961.79, 1902.72, 4961.42, 1902.92, 4961.27, 1903.18, 4961.65
VEH, 1875.57, 4967.12, 1875.51, 4966.76, 1875.81, 4966.71, 1875.87, 4967.08
VEH, 1881.77, 4912.45, 1880.58, 4910.21, 1881.08, 4909.95, 1882.26, 4912.19
VEH, 1731.63, 4976.92, 1731.54, 4976.67, 1731.76, 4976.59, 1731.85, 4976.84
VEH, 1755.82, 4968.47, 1755.48, 4968.40, 1755.53, 4968.17, 1755.87, 4968.24
VEH, 1747.22, 4971.99, 1746.94, 4971.78, 1747.04, 4971.64, 1747.32, 4971.85
VEH, 1732.63, 4986.54, 1732.44, 4986.46, 1732.69, 4985.9, 1732.88, 4985.98
VEH, 1675.39, 4950.66, 1675.06, 4950.26, 1677.09, 4948.57, 1677.42, 4948.97
PED, 2250.87, 5030.49, 2250.74, 5030.44, 2250.86, 5030.11, 2250.98, 5030.16
PED, 2258.98, 4971.28, 2258.85, 4971.25, 2259.2, 4969.85, 2259.33, 4969.88
VEH, 2243.77, 5016.06, 2243.64, 5015.94, 2244.13, 5015.39, 2244.26, 5015.5
VEH, 2245.84, 5022.08, 2244.33, 5022.01, 2244.36, 5021.49, 2245.86, 5021.56
VEH, 2063.59, 4900.37, 2063.41, 4900.02, 2063.62, 4899.91, 2063.8, 4900.26
VEH, 1894.63, 4916.12, 1894.27, 4915.78, 1895.75, 4914.2, 1896.11, 4914.54
VEH, 1721.61, 4977.17, 1721.24, 4977.12, 1721.32, 4976.45, 1721.69, 4976.5
VEH, 1630.45, 4947.62, 1630.21, 4947.45, 1630.54, 4946.99, 1630.78, 4947.16
VEH, 1413.32, 5015.07, 1413.08, 5014.22, 1413.29, 5014.16, 1413.52, 5015.01
VEH, 1819.61, 4883.43, 1819.42, 4883.30, 1819.81, 4882.74, 1819.99, 4882.87
VEH, 1805.68, 4837.86, 1805.39, 4837.69, 1805.49, 4837.51, 1805.78, 4837.67
VEH, 2437.48, 4803.92, 2436.82, 4803.33, 2437.02, 4803.11, 2437.68, 4803.7
VEH, 1804.62, 4839.22, 1804.13, 4839.11, 1804.19, 4838.88, 1804.68, 4839
VEH, 2366.39, 4827.52, 2366.22, 4827.42, 2366.65, 4826.69, 2366.82, 4826.78
VEH, 1825.87, 4881.76, 1825.67, 4881.38, 1826.35, 4881.01, 1826.56, 4881.38
VEH, 2386.60, 4842.30, 2386.55, 4842.15, 2386.92, 4842.02, 2386.98, 4842.16
VEH, 1713.75, 4761.65, 1712.14, 4760.65, 1712.35, 4760.31, 1713.97, 4761.31
VEH, 2386.14, 4836.53, 2386.11, 4836.30, 2386.56, 4836.23, 2386.59, 4836.46
VEH, 2382.62, 4823.04, 2382.61, 4822.24, 2382.83, 4822.24, 2382.85, 4823.03
VEH, 2339.33, 4846.71, 2338.93, 4846.25, 2339.06, 4846.14, 2339.46, 4846.6
VEH, 1452.46, 4955.42, 1451.92, 4955.40, 1451.93, 4955.14, 1452.47, 4955.16
VEH, 1427.85, 4983.56, 1427.40, 4983.44, 1427.45, 4983.24, 1427.91, 4983.36
VEH, 1466.95, 4965.44, 1466.76, 4965.39, 1466.89, 4964.9, 1467.08, 4964.96
VEH, 1263.65, 4910.36, 1263.23, 4909.32, 1263.54, 4909.2, 1263.96, 4910.24
VEH, 1197.20, 4939.58, 1196.91, 4939.40, 1197.53, 4938.4, 1197.82, 4938.58
VEH, 2344.27, 4844.91, 2344.13, 4842.29, 2344.62, 4842.27, 2344.77, 4844.88
VEH, 2404.58, 5355.45, 2404.53, 5355.24, 2404.76, 5355.19, 2404.81, 5355.41
VEH, 2407.31, 5346.58, 2407.17, 5346.54, 2407.22, 5346.35, 2407.37, 5346.4
VEH, 2412.68, 5351.35, 2412.64, 5350.96, 2412.96, 5350.92, 2413, 5351.31
VEH, 2447.00, 5436.76, 2446.58, 5436.75, 2446.58, 5436.44, 2447.01, 5436.44
VEH, 2201.72, 5378.29, 2201.64, 5378.28, 2201.69, 5378.06, 2201.76, 5378.07
VEH, 2250.99, 5383.88, 2250.95, 5383.75, 2251.29, 5383.64, 2251.33, 5383.78
VEH, 2242.32, 5386.28, 2242.30, 5386.14, 2242.58, 5386.08, 2242.61, 5386.22
VEH, 2224.82, 5385.59, 2224.76, 5385.41, 2225.08, 5385.3, 2225.14, 5385.48
VEH, 2218.40, 5339.17, 2218.39, 5339.07, 2218.5, 5339.06, 2218.51, 5339.15
VEH, 2179.05, 5438.93, 2178.96, 5438.38, 2181.45, 5437.95, 2181.54, 5438.51
VEH, 2115.04, 5442.92, 2114.53, 5442.49, 2114.67, 5442.32, 2115.19, 5442.74
VEH, 2070.72, 5427.77, 2070.16, 5427.56, 2070.57, 5426.5, 2071.13, 5426.71
VEH, 2026.33, 5335.35, 2025.21, 5334.64, 2025.34, 5334.44, 2026.46, 5335.15
VEH, 1923.86, 5390.28, 1923.70, 5389.64, 1924.02, 5389.56, 1924.18, 5390.21
VEH, 2438.74, 5444.14, 2438.63, 5444.04, 2438.81, 5443.83, 2438.92, 5443.93
VEH, 2222.96, 5320.77, 2222.90, 5320.61, 2224.3, 5320.08, 2224.36, 5320.24
VEH, 2222.29, 5320.46, 2222.12, 5319.95, 2224.15, 5319.27, 2224.32, 5319.79
VEH, 1413.07, 5026.21, 1413.01, 5026.03, 1413.98, 5025.68, 1414.05, 5025.87
VEH, 1371.16, 4908.81, 1370.42, 4908.24, 1370.59, 4908.02, 1371.33, 4908.59
VEH, 1237.61, 4910.32, 1237.50, 4910.20, 1237.75, 4909.98, 1237.86, 4910.1
VEH, 1245.31, 4915.83, 1244.62, 4915.15, 1244.68, 4915.08, 1245.37, 4915.76
VEH, 1993.11, 5373.29, 1991.52, 5365.62, 1993.01, 5365.31, 1994.6, 5372.98
VEH, 1799.53, 5352.19, 1799.45, 5352.05, 1799.91, 5351.8, 1799.99, 5351.94
VEH, 1806.65, 5374.55, 1806.59, 5374.35, 1807.17, 5374.17, 1807.23, 5374.38
VEH, 1787.25, 5345.07, 1787.17, 5344.88, 1787.53, 5344.71, 1787.62, 5344.9
TRN, 1568.15, 5402.54, 1567.54, 5402.38, 1567.57, 5402.26, 1568.18, 5402.43
VEH, 1572.71, 5376.00, 1572.67, 5375.76, 1573.53, 5375.64, 1573.56, 5375.88
VEH, 1548.14, 5439.60, 1547.80, 5439.49, 1547.89, 5439.2, 1548.23, 5439.3
VEH, 1452.69, 5337.30, 1452.10, 5337.30, 1452.13, 5334.04, 1452.72, 5334.05
VEH, 1476.74, 5450.56, 1476.00, 5450.42, 1476.03, 5450.27, 1476.77, 5450.41
VEH, 2402.54, 5357.30, 2402.28, 5357.22, 2402.35, 5357.03, 2402.6, 5357.11
VEH, 2413.54, 5350.45, 2413.20, 5350.32, 2413.3, 5350.09, 2413.63, 5350.23
VEH, 2438.61, 5442.54, 2438.39, 5442.35, 2438.5, 5442.22, 2438.72, 5442.41
VEH, 2437.60, 5439.93, 2437.55, 5439.73, 2437.83, 5439.65, 2437.88, 5439.85
VEH, 2389.93, 5340.34, 2389.83, 5340.20, 2390.17, 5339.97, 2390.27, 5340.1
VEH, 2197.09, 5375.37, 2196.91, 5375.27, 2197.04, 5375.03, 2197.22, 5375.13
VEH, 2239.52, 5385.37, 2239.48, 5385.27, 2239.68, 5385.18, 2239.72, 5385.28
VEH, 1474.42, 5423.46, 1474.22, 5422.99, 1475.44, 5422.48, 1475.64, 5422.95
VEH, 2455.27, 5214.01, 2455.15, 5213.74, 2456.41, 5213.17, 2456.53, 5213.44
VEH, 2449.56, 5201.17, 2449.45, 5200.92, 2450.19, 5200.57, 2450.31, 5200.81
VEH, 1943.50, 5247.06, 1943.39, 5246.76, 1944.31, 5246.41, 1944.43, 5246.7
VEH, 1972.60, 5260.90, 1972.53, 5260.67, 1973.28, 5260.43, 1973.35, 5260.66
VEH, 1983.22, 5274.08, 1983.12, 5273.89, 1984.23, 5273.32, 1984.33, 5273.52
VEH, 1539.43, 5425.23, 1539.12, 5424.87, 1539.26, 5424.76, 1539.56, 5425.11
VEH, 1571.75, 5391.86, 1571.67, 5391.59, 1572.54, 5391.34, 1572.62, 5391.61
VEH, 1433.41, 5357.70, 1433.27, 5357.28, 1433.45, 5357.23, 1433.58, 5357.64
VEH, 1455.73, 5352.95, 1455.71, 5352.79, 1457.03, 5352.68, 1457.05, 5352.84
VEH, 1462.18, 5408.75, 1460.86, 5408.41, 1460.93, 5408.17, 1462.24, 5408.5
VEH, 1443.12, 5329.66, 1442.60, 5329.61, 1442.94, 5326.39, 1443.47, 5326.45
VEH, 1204.74, 5451.14, 1204.55, 5451.13, 1204.56, 5450.66, 1204.74, 5450.66
VEH, 2402.22, 5174.29, 2401.59, 5174.24, 2401.61, 5173.95, 2402.24, 5173.99
VEH, 2220.09, 5301.20, 2219.50, 5300.99, 2220.22, 5299.01, 2220.8, 5299.22
VEH, 2195.47, 5183.40, 2194.86, 5182.80, 2195.11, 5182.55, 2195.72, 5183.15
VEH, 2235.21, 5208.80, 2233.89, 5208.45, 2233.92, 5208.31, 2235.24, 5208.67
VEH, 2463.66, 5398.95, 2461.92, 5397.56, 2462.24, 5397.15, 2463.98, 5398.54
VEH, 2202.63, 5368.82, 2200.98, 5368.08, 2201.07, 5367.87, 2202.72, 5368.61
VEH, 2264.75, 5393.86, 2264.63, 5393.74, 2264.8, 5393.56, 2264.93, 5393.68
VEH, 2023.32, 5326.74, 2022.87, 5326.58, 2023.31, 5325.34, 2023.76, 5325.5
VEH, 1837.61, 5391.11, 1837.44, 5390.99, 1837.68, 5390.65, 1837.85, 5390.77
VEH, 1775.17, 5326.39, 1775.11, 5326.22, 1775.44, 5326.11, 1775.5, 5326.27
VEH, 1569.56, 5347.99, 1568.97, 5347.95, 1569.1, 5346.02, 1569.69, 5346.06
VEH, 1502.67, 5412.61, 1502.47, 5412.52, 1502.53, 5412.38, 1502.73, 5412.46
VEH, 2214.51, 5338.65, 2212.76, 5338.06, 2212.83, 5337.84, 2214.58, 5338.43
VEH, 2192.50, 5351.36, 2192.49, 5351.30, 2192.99, 5351.28, 2192.99, 5351.34
VEH, 2085.60, 5433.91, 2085.24, 5433.69, 2086.36, 5431.85, 2086.72, 5432.07
VEH, 2169.85, 5398.70, 2167.59, 5398.59, 2167.61, 5398.31, 2169.86, 5398.41
VEH, 2010.97, 5348.97, 2009.86, 5348.71, 2009.94, 5348.36, 2011.05, 5348.62
VEH, 1951.54, 5382.74, 1950.97, 5382.05, 1951.34, 5381.75, 1951.91, 5382.44
VEH, 1963.53, 5371.51, 1963.35, 5371.45, 1963.46, 5371.14, 1963.65, 5371.21
VEH, 1814.70, 5385.07, 1814.55, 5384.90, 1814.85, 5384.63, 1815, 5384.8
VEH, 2054.41, 5301.84, 2054.34, 5301.66, 2054.65, 5301.54, 2054.72, 5301.71
VEH, 1923.93, 5233.10, 1923.67, 5232.91, 1924.09, 5232.34, 1924.35, 5232.53
VEH, 2014.32, 5297.26, 2013.38, 5297.25, 2013.39, 5296.98, 2014.33, 5297
VEH, 1998.85, 5260.75, 1998.49, 5260.43, 1998.63, 5260.26, 1999, 5260.58
VEH, 1668.08, 5276.16, 1667.91, 5276.16, 1667.92, 5275.83, 1668.1, 5275.84
VEH, 1455.01, 5310.93, 1453.72, 5310.88, 1453.73, 5310.67, 1455.02, 5310.71
VEH, 1475.35, 5281.98, 1475.15, 5281.57, 1475.42, 5281.44, 1475.62, 5281.85
VEH, 1287.64, 5306.17, 1287.05, 5306.09, 1287.07, 5305.92, 1287.66, 5305.99
VEH, 1262.63, 5308.84, 1262.48, 5308.73, 1262.69, 5308.45, 1262.83, 5308.56
VEH, 2604.11, 4851.54, 2603.73, 4851.23, 2603.87, 4851.06, 2604.25, 4851.37
VEH, 2576.81, 4862.12, 2576.56, 4861.87, 2576.65, 4861.78, 2576.9, 4862.03
VEH, 2558.06, 4866.89, 2558.04, 4866.68, 2558.23, 4866.66, 2558.25, 4866.87
VEH, 2583.81, 4836.83, 2582.81, 4836.21, 2583.27, 4835.48, 2584.27, 4836.1
VEH, 2584.40, 4857.82, 2584.18, 4857.67, 2584.44, 4857.32, 2584.65, 4857.47
VEH, 2545.98, 4872.78, 2545.67, 4872.76, 2545.69, 4872.5, 2546, 4872.52
VEH, 2502.86, 4891.86, 2502.55, 4891.62, 2502.73, 4891.4, 2503.03, 4891.65
VEH, 2505.65, 4890.16, 2505.58, 4889.87, 2505.82, 4889.8, 2505.89, 4890.1
VEH, 2510.44, 4888.24, 2510.39, 4887.98, 2510.63, 4887.93, 2510.69, 4888.19
VEH, 2540.30, 4847.73, 2540.17, 4847.53, 2540.38, 4847.39, 2540.52, 4847.59
TRN, 2680.92, 4768.91, 2677.71, 4767.59, 2677.85, 4767.27, 2681.05, 4768.59
VEH, 2619.54, 4859.14, 2616.54, 4857.26, 2616.99, 4856.53, 2620, 4858.41
VEH, 2622.80, 4872.86, 2619.82, 4871.04, 2620.6, 4869.75, 2623.59, 4871.57
VEH, 2638.33, 4882.32, 2635.62, 4880.66, 2636.42, 4879.36, 2639.12, 4881.02
TRN, 3201.38, 5323.69, 3201.14, 5323.63, 3201.43, 5322.42, 3201.67, 5322.48
VEH, 3180.55, 5403.24, 3174.57, 5400.01, 3174.73, 5399.7, 3180.72, 5402.93
VEH, 3187.65, 5362.41, 3187.02, 5362.15, 3187.11, 5361.95, 3187.73, 5362.2
VEH, 3198.25, 5327.53, 3197.23, 5326.25, 3197.81, 5325.79, 3198.82, 5327.07
VEH, 3071.10, 5042.05, 3070.80, 5041.96, 3070.8, 5041.94, 3071.1, 5042.03
TRN, 3138.48, 5061.75, 3137.89, 5060.65, 3138.11, 5060.53, 3138.7, 5061.63
TRN, 3141.42, 5067.01, 3140.48, 5065.38, 3140.84, 5065.16, 3141.79, 5066.79
VEH, 1480.01, 4393.50, 1475.28, 4389.79, 1476.18, 4388.64, 1480.91, 4392.35
VEH, 2143.09, 4280.43, 2143.08, 4280.27, 2144.09, 4280.21, 2144.1, 4280.37
VEH, 1958.88, 4202.01, 1958.80, 4201.80, 1959.64, 4201.49, 1959.72, 4201.69
VEH, 3286.58, 5080.72, 3286.57, 5080.42, 3286.79, 5080.42, 3286.8, 5080.72
